address,aa,bb,cc,label
向阳里街道平城区大同市山西省云中路35号向阳里街道平城区大同市山西省,14,02,02,同音+顺序混乱
大同市平城区,14,02,02,截断
山西省大同市云冈区口泉乡同泉路108号,14,02,03,完整
大同市云冈区口泉乡同泉路108号,14,02,03,省略省
云冈区口泉乡同泉路108号,14,02,03,省略省市
山西云冈口泉乡同泉路108号,14,02,03,省略市+简称
口泉乡云冈区大同市山西省同泉路108号,14,02,03,顺序混乱
口泉乡云冈区大同市山西省同泉路108号口泉乡云冈区大同市山西省,14,02,03,同音+顺序混乱
大同市云冈区,14,02,03,截断
山西省大同市云州区西坪镇坪城路26号,14,02,15,完整
大同市云州区西坪镇坪城路26号,14,02,15,省略省
云州区西坪镇坪城路26号,14,02,15,省略省市
山西云州西坪镇坪城路26号,14,02,15,省略市+简称
西坪镇云州区大同市山西省坪城路26号,14,02,15,顺序混乱
西坪镇云州区大同市山西省坪城路26号西坪镇云州区大同市山西省,14,02,15,同音+顺序混乱
大同市云州区,14,02,15,截断
山西省大同市阳高县龙泉镇大西街53号,14,02,21,完整
大同市阳高县龙泉镇大西街53号,14,02,21,省略省
阳高县龙泉镇大西街53号,14,02,21,省略省市
山西阳高龙泉镇大西街53号,14,02,21,省略市+简称
龙泉镇阳高县大同市山西省大西街53号,14,02,21,顺序混乱
龙泉镇阳高县大同市山西省大西街53号龙泉镇阳高县大同市山西省,14,02,21,同音+顺序混乱
大同市阳高县,14,02,21,截断
山西省大同市天镇县玉泉镇东大街47号,14,02,22,完整
大同市天镇县玉泉镇东大街47号,14,02,22,省略省
天镇县玉泉镇东大街47号,14,02,22,省略省市
山西天镇玉泉镇东大街47号,14,02,22,省略市+简称
玉泉镇天镇县大同市山西省东大街47号,14,02,22,顺序混乱
玉泉镇天镇县大同市山西省东大街47号玉泉镇天镇县大同市山西省,14,02,22,同音+顺序混乱
大同市天镇县,14,02,22,截断
山西省大同市广灵县壶泉镇广泰西街39号,14,02,23,完整
大同市广灵县壶泉镇广泰西街39号,14,02,23,省略省
广灵县壶泉镇广泰西街39号,14,02,23,省略省市
山西广灵壶泉镇广泰西街39号,14,02,23,省略市+简称
壶泉镇广灵县大同市山西省广泰西街39号,14,02,23,顺序混乱
壶泉镇广灵县大同市山西省广泰西街39号壶泉镇广灵县大同市山西省,14,02,23,同音+顺序混乱
大同市广灵县,14,02,23,截断
山西省大同市灵丘县武灵镇新建北路61号,14,02,24,完整
大同市灵丘县武灵镇新建北路61号,14,02,24,省略省
灵丘县武灵镇新建北路61号,14,02,24,省略省市
山西灵丘武灵镇新建北路61号,14,02,24,省略市+简称
武灵镇灵丘县大同市山西省新建北路61号,14,02,24,顺序混乱
武灵镇灵丘县大同市山西省新建北路61号武灵镇灵丘县大同市山西省,14,02,24,同音+顺序混乱
大同市灵丘县,14,02,24,截断
山西省大同市浑源县永安镇恒山南路44号,14,02,25,完整
大同市浑源县永安镇恒山南路44号,14,02,25,省略省
浑源县永安镇恒山南路44号,14,02,25,省略省市
山西浑源永安镇恒山南路44号,14,02,25,省略市+简称
永安镇浑源县大同市山西省恒山南路44号,14,02,25,顺序混乱
永安镇浑源县大同市山西省恒山南路44号永安镇浑源县大同市山西省,14,02,25,同音+顺序混乱
大同市浑源县,14,02,25,截断
山西省大同市左云县云兴镇西街19号,14,02,26,完整
大同市左云县云兴镇西街19号,14,02,26,省略省
左云县云兴镇西街19号,14,02,26,省略省市
山西左云云兴镇西街19号,14,02,26,省略市+简称
云兴镇左云县大同市山西省西街19号,14,02,26,顺序混乱
云兴镇左云县大同市山西省西街19号云兴镇左云县大同市山西省,14,02,26,同音+顺序混乱
大同市左云县,14,02,26,截断
山西省大同市右玉县新城镇玉林西街58号,14,06,23,完整
大同市右玉县新城镇玉林西街58号,14,06,23,省略省
右玉县新城镇玉林西街58号,14,06,23,省略省市
山西右玉新城镇玉林西街58号,14,06,23,省略市+简称
新城镇右玉县朔州市山西省玉林西街58号,14,06,23,顺序混乱
新城镇右玉县朔州市山西省玉林西街58号新城镇右玉县朔州市山西省,14,06,23,同音+顺序混乱
大同市右玉县,14,06,23,截断
山西省朔州市朔城区南城街道鄯阳街56号,14,06,02,完整
朔州市朔城区南城街道鄯阳街56号,14,06,02,省略省
朔城区南城街道鄯阳街56号,14,06,02,省略省市
山西朔城南城街道鄯阳街56号,14,06,02,省略市+简称
南城街道朔城区朔州市山西省鄯阳街56号,14,06,02,顺序混乱
南城街道朔城区朔州市山西省鄯阳街56号南城街道朔城区朔州市山西省,14,06,02,同音+顺序混乱
朔州市朔城区,14,06,02,截断
山西省朔州市平鲁区井坪镇平安西街71号,14,06,03,完整
朔州市平鲁区井坪镇平安西街71号,14,06,03,省略省
平鲁区井坪镇平安西街71号,14,06,03,省略省市
山西平鲁井坪镇平安西街71号,14,06,03,省略市+简称
井坪镇平鲁区朔州市山西省平安西街71号,14,06,03,顺序混乱
井坪镇平鲁区朔州市山西省平安西街71号井坪镇平鲁区朔州市山西省,14,06,03,同音+顺序混乱
朔州市平鲁区,14,06,03,截断
山西省朔州市山阴县岱岳镇北环街32号,14,06,21,完整
朔州市山阴县岱岳镇北环街32号,14,06,21,省略省
山阴县岱岳镇北环街32号,14,06,21,省略省市
山西山阴岱岳镇北环街32号,14,06,21,省略市+简称
岱岳镇山阴县朔州市山西省北环街32号,14,06,21,顺序混乱
岱岳镇山阴县朔州市山西省北环街32号岱岳镇山阴县朔州市山西省,14,06,21,同音+顺序混乱
朔州市山阴县,14,06,21,截断
山西省朔州市应县金城镇新建西街48号,14,06,22,完整
朔州市应县金城镇新建西街48号,14,06,22,省略省
应县金城镇新建西街48号,14,06,22,省略省市
山西应县金城镇新建西街48号,14,06,22,省略市+简称
金城镇应县朔州市山西省新建西街48号,14,06,22,顺序混乱
金城镇应县朔州市山西省新建西街48号金城镇应县朔州市山西省,14,06,22,同音+顺序混乱
朔州市应县,14,06,22,截断
山西省朔州市怀仁市云中街道仁人路63号,14,06,81,完整
朔州市怀仁市云中街道仁人路63号,14,06,81,省略省
怀仁市云中街道仁人路63号,14,06,81,省略省市
山西怀仁云中街道仁人路63号,14,06,81,省略市+简称
云中街道怀仁市朔州市山西省仁人路63号,14,06,81,顺序混乱
云中街道怀仁市朔州市山西省仁人路63号云中街道怀仁市朔州市山西省,14,06,81,同音+顺序混乱
朔州市怀仁市,14,06,81,截断
山西省忻州市忻府区秀容街道光明东街24号,14,09,02,完整
忻州市忻府区秀容街道光明东街24号,14,09,02,省略省
忻府区秀容街道光明东街24号,14,09,02,省略省市
山西忻府秀容街道光明东街24号,14,09,02,省略市+简称
秀容街道忻府区忻州市山西省光明东街24号,14,09,02,顺序混乱
秀容街道忻府区忻州市山西省光明东街24号秀容街道忻府区忻州市山西省,14,09,02,同音+顺序混乱
忻州市忻府区,14,09,02,截断
山西省忻州市定襄县晋昌镇解放大街37号,14,09,21,完整
忻州市定襄县晋昌镇解放大街37号,14,09,21,省略省
定襄县晋昌镇解放大街37号,14,09,21,省略省市
山西定襄晋昌镇解放大街37号,14,09,21,省略市+简称
晋昌镇定襄县忻州市山西省解放大街37号,14,09,21,顺序混乱
晋昌镇定襄县忻州市山西省解放大街37号晋昌镇定襄县忻州市山西省,14,09,21,同音+顺序混乱
忻州市定襄县,14,09,21,截断
山西省忻州市五台县台城镇新建路41号,14,09,22,完整
忻州市五台县台城镇新建路41号,14,09,22,省略省
五台县台城镇新建路41号,14,09,22,省略省市
山西五台台城镇新建路41号,14,09,22,省略市+简称
台城镇五台县忻州市山西省新建路41号,14,09,22,顺序混乱
台城镇五台县忻州市山西省新建路41号台城镇五台县忻州市山西省,14,09,22,同音+顺序混乱
忻州市五台县,14,09,22,截断
山西省忻州市代县上馆镇东大街28号,14,09,23,完整
忻州市代县上馆镇东大街28号,14,09,23,省略省
代县上馆镇东大街28号,14,09,23,省略省市
山西代县上馆镇东大街28号,14,09,23,省略市+简称
上馆镇代县忻州市山西省东大街28号,14,09,23,顺序混乱
上馆镇代县忻州市山西省东大街28号上馆镇代县忻州市山西省,14,09,23,同音+顺序混乱
忻州市代县,14,09,23,截断
山西省忻州市繁峙县砂河镇富民路55号,14,09,24,完整
忻州市繁峙县砂河镇富民路55号,14,09,24,省略省
繁峙县砂河镇富民路55号,14,09,24,省略省市
山西繁峙砂河镇富民路55号,14,09,24,省略市+简称
砂河镇繁峙县忻州市山西省富民路55号,14,09,24,顺序混乱
砂河镇繁峙县忻州市山西省富民路55号砂河镇繁峙县忻州市山西省,14,09,24,同音+顺序混乱
忻州市繁峙县,14,09,24,截断
山西省忻州市宁武县凤凰镇人民大街62号,14,09,25,完整
忻州市宁武县凤凰镇人民大街62号,14,09,25,省略省
宁武县凤凰镇人民大街62号,14,09,25,省略省市
山西宁武凤凰镇人民大街62号,14,09,25,省略市+简称
凤凰镇宁武县忻州市山西省人民大街62号,14,09,25,顺序混乱
凤凰镇宁武县忻州市山西省人民大街62号凤凰镇宁武县忻州市山西省,14,09,25,同音+顺序混乱
忻州市宁武县,14,09,25,截断
山西省忻州市静乐县鹅城镇碾河大街46号,14,09,26,完整
忻州市静乐县鹅城镇碾河大街46号,14,09,26,省略省
静乐县鹅城镇碾河大街46号,14,09,26,省略省市
山西静乐鹅城镇碾河大街46号,14,09,26,省略市+简称
鹅城镇静乐县忻州市山西省碾河大街46号,14,09,26,顺序混乱
鹅城镇静乐县忻州市山西省碾河大街46号鹅城镇静乐县忻州市山西省,14,09,26,同音+顺序混乱
忻州市静乐县,14,09,26,截断
山西省忻州市神池县龙泉镇南关街17号,14,09,27,完整
忻州市神池县龙泉镇南关街17号,14,09,27,省略省
神池县龙泉镇南关街17号,14,09,27,省略省市
山西神池龙泉镇南关街17号,14,09,27,省略市+简称
龙泉镇神池县忻州市山西省南关街17号,14,09,27,顺序混乱
龙泉镇神池县忻州市山西省南关街17号龙泉镇神池县忻州市山西省,14,09,27,同音+顺序混乱
忻州市神池县,14,09,27,截断
山西省忻州市五寨县砚城镇迎宾西街54号,14,09,28,完整
忻州市五寨县砚城镇迎宾西街54号,14,09,28,省略省
五寨县砚城镇迎宾西街54号,14,09,28,省略省市
山西五寨砚城镇迎宾西街54号,14,09,28,省略市+简称
砚城镇五寨县忻州市山西省迎宾西街54号,14,09,28,顺序混乱
砚城镇五寨县忻州市山西省迎宾西街54号砚城镇五寨县忻州市山西省,14,09,28,同音+顺序混乱
忻州市五寨县,14,09,28,截断
山西省忻州市岢岚县岚漪镇北大街31号,14,09,29,完整
忻州市岢岚县岚漪镇北大街31号,14,09,29,省略省
岢岚县岚漪镇北大街31号,14,09,29,省略省市
山西岢岚岚漪镇北大街31号,14,09,29,省略市+简称
岚漪镇岢岚县忻州市山西省北大街31号,14,09,29,顺序混乱
岚漪镇岢岚县忻州市山西省北大街31号岚漪镇岢岚县忻州市山西省,14,09,29,同音+顺序混乱
忻州市岢岚县,14,09,29,截断
山西省忻州市河曲县西口镇黄河东大街22号,14,09,30,完整
忻州市河曲县西口镇黄河东大街22号,14,09,30,省略省
河曲县西口镇黄河东大街22号,14,09,30,省略省市
山西河曲西口镇黄河东大街22号,14,09,30,省略市+简称
西口镇河曲县忻州市山西省黄河东大街22号,14,09,30,顺序混乱
西口镇河曲县忻州市山西省黄河东大街22号西口镇河曲县忻州市山西省,14,09,30,同音+顺序混乱
忻州市河曲县,14,09,30,截断
山西省忻州市保德县东关镇府前大街49号,14,09,31,完整
忻州市保德县东关镇府前大街49号,14,09,31,省略省
保德县东关镇府前大街49号,14,09,31,省略省市
山西保德东关镇府前大街49号,14,09,31,省略市+简称
东关镇保德县忻州市山西省府前大街49号,14,09,31,顺序混乱
东关镇保德县忻州市山西省府前大街49号东关镇保德县忻州市山西省,14,09,31,同音+顺序混乱
忻州市保德县,14,09,31,截断
山西省忻州市偏关县新关镇府西大街36号,14,09,32,完整
忻州市偏关县新关镇府西大街36号,14,09,32,省略省
偏关县新关镇府西大街36号,14,09,32,省略省市
山西偏关新关镇府西大街36号,14,09,32,省略市+简称
新关镇偏关县忻州市山西省府西大街36号,14,09,32,顺序混乱
新关镇偏关县忻州市山西省府西大街36号新关镇偏关县忻州市山西省,14,09,32,同音+顺序混乱
忻州市偏关县,14,09,32,截断
山西省忻州市原平市北城街道前进西街73号,14,09,81,完整
忻州市原平市北城街道前进西街73号,14,09,81,省略省
原平市北城街道前进西街73号,14,09,81,省略省市
山西原平北城街道前进西街73号,14,09,81,省略市+简称
北城街道原平市忻州市山西省前进西街73号,14,09,81,顺序混乱
北城街道原平市忻州市山西省前进西街73号北城街道原平市忻州市山西省,14,09,81,同音+顺序混乱
忻州市原平市,14,09,81,截断
山西省吕梁市离石区凤山街道龙凤大街85号,14,11,02,完整
吕梁市离石区凤山街道龙凤大街85号,14,11,02,省略省
离石区凤山街道龙凤大街85号,14,11,02,省略省市
山西离石凤山街道龙凤大街85号,14,11,02,省略市+简称
凤山街道离石区吕梁市山西省龙凤大街85号,14,11,02,顺序混乱
凤山街道离石区吕梁市山西省龙凤大街85号凤山街道离石区吕梁市山西省,14,11,02,同音+顺序混乱
吕梁市离石区,14,11,02,截断
山西省吕梁市文水县凤城镇狄青大街74号,14,11,21,完整
吕梁市文水县凤城镇狄青大街74号,14,11,21,省略省
文水县凤城镇狄青大街74号,14,11,21,省略省市
山西文水凤城镇狄青大街74号,14,11,21,省略市+简称
凤城镇文水县吕梁市山西省狄青大街74号,14,11,21,顺序混乱
凤城镇文水县吕梁市山西省狄青大街74号凤城镇文水县吕梁市山西省,14,11,21,同音+顺序混乱
吕梁市文水县,14,11,21,截断
山西省吕梁市交城县天宁镇却波街59号,14,11,22,完整
吕梁市交城县天宁镇却波街59号,14,11,22,省略省
交城县天宁镇却波街59号,14,11,22,省略省市
山西交城天宁镇却波街59号,14,11,22,省略市+简称
天宁镇交城县吕梁市山西省却波街59号,14,11,22,顺序混乱
天宁镇交城县吕梁市山西省却波街59号天宁镇交城县吕梁市山西省,14,11,22,同音+顺序混乱
吕梁市交城县,14,11,22,截断
山西省吕梁市兴县蔚汾镇文化街65号,14,11,23,完整
吕梁市兴县蔚汾镇文化街65号,14,11,23,省略省
兴县蔚汾镇文化街65号,14,11,23,省略省市
山西兴县蔚汾镇文化街65号,14,11,23,省略市+简称
蔚汾镇兴县吕梁市山西省文化街65号,14,11,23,顺序混乱
蔚汾镇兴县吕梁市山西省文化街65号蔚汾镇兴县吕梁市山西省,14,11,23,同音+顺序混乱
吕梁市兴县,14,11,23,截断
山西省吕梁市临县临泉镇南关街52号,14,11,24,完整
吕梁市临县临泉镇南关街52号,14,11,24,省略省
临县临泉镇南关街52号,14,11,24,省略省市
山西临县临泉镇南关街52号,14,11,24,省略市+简称
临泉镇临县吕梁市山西省南关街52号,14,11,24,顺序混乱
临泉镇临县吕梁市山西省南关街52号临泉镇临县吕梁市山西省,14,11,24,同音+顺序混乱
吕梁市临县,14,11,24,截断
山西省吕梁市柳林县柳林镇清河西路43号,14,11,25,完整
吕梁市柳林县柳林镇清河西路43号,14,11,25,省略省
柳林县柳林镇清河西路43号,14,11,25,省略省市
山西柳林柳林镇清河西路43号,14,11,25,省略市+简称
柳林镇柳林县吕梁市山西省清河西路43号,14,11,25,顺序混乱
柳林镇柳林县吕梁市山西省清河西路43号柳林镇柳林县吕梁市山西省,14,11,25,同音+顺序混乱
吕梁市柳林县,14,11,25,截断
山西省吕梁市石楼县灵泉镇新建路34号,14,11,26,完整
吕梁市石楼县灵泉镇新建路34号,14,11,26,省略省
石楼县灵泉镇新建路34号,14,11,26,省略省市
山西石楼灵泉镇新建路34号,14,11,26,省略市+简称
灵泉镇石楼县吕梁市山西省新建路34号,14,11,26,顺序混乱
灵泉镇石楼县吕梁市山西省新建路34号灵泉镇石楼县吕梁市山西省,14,11,26,同音+顺序混乱
吕梁市石楼县,14,11,26,截断
山西省吕梁市岚县东村镇民觉路27号,14,11,27,完整
吕梁市岚县东村镇民觉路27号,14,11,27,省略省
岚县东村镇民觉路27号,14,11,27,省略省市
山西岚县东村镇民觉路27号,14,11,27,省略市+简称
东村镇岚县吕梁市山西省民觉路27号,14,11,27,顺序混乱
东村镇岚县吕梁市山西省民觉路27号东村镇岚县吕梁市山西省,14,11,27,同音+顺序混乱
吕梁市岚县,14,11,27,截断
山西省吕梁市方山县圪洞镇方正街38号,14,11,28,完整
吕梁市方山县圪洞镇方正街38号,14,11,28,省略省
方山县圪洞镇方正街38号,14,11,28,省略省市
山西方山圪洞镇方正街38号,14,11,28,省略市+简称
圪洞镇方山县吕梁市山西省方正街38号,14,11,28,顺序混乱
圪洞镇方山县吕梁市山西省方正街38号圪洞镇方山县吕梁市山西省,14,11,28,同音+顺序混乱
吕梁市方山县,14,11,28,截断
山西省吕梁市中阳县宁乡镇凤城北街45号,14,11,29,完整
吕梁市中阳县宁乡镇凤城北街45号,14,11,29,省略省
中阳县宁乡镇凤城北街45号,14,11,29,省略省市
山西中阳宁乡镇凤城北街45号,14,11,29,省略市+简称
宁乡镇中阳县吕梁市山西省凤城北街45号,14,11,29,顺序混乱
宁乡镇中阳县吕梁市山西省凤城北街45号宁乡镇中阳县吕梁市山西省,14,11,29,同音+顺序混乱
吕梁市中阳县,14,11,29,截断
山西省吕梁市交口县水头镇龙泉街30号,14,11,30,完整
吕梁市交口县水头镇龙泉街30号,14,11,30,省略省
交口县水头镇龙泉街30号,14,11,30,省略省市
山西交口水头镇龙泉街30号,14,11,30,省略市+简称
水头镇交口县吕梁市山西省龙泉街30号,14,11,30,顺序混乱
水头镇交口县吕梁市山西省龙泉街30号水头镇交口县吕梁市山西省,14,11,30,同音+顺序混乱
吕梁市交口县,14,11,30,截断
山西省吕梁市孝义市新义街道府前街96号,14,11,81,完整
吕梁市孝义市新义街道府前街96号,14,11,81,省略省
孝义市新义街道府前街96号,14,11,81,省略省市
山西孝义新义街道府前街96号,14,11,81,省略市+简称
新义街道孝义市吕梁市山西省府前街96号,14,11,81,顺序混乱
新义街道孝义市吕梁市山西省府前街96号新义街道孝义市吕梁市山西省,14,11,81,同音+顺序混乱
吕梁市孝义市,14,11,81,截断
山西省吕梁市汾阳市太和桥街道胜利路89号,14,11,82,完整
吕梁市汾阳市太和桥街道胜利路89号,14,11,82,省略省
汾阳市太和桥街道胜利路89号,14,11,82,省略省市
山西汾阳太和桥街道胜利路89号,14,11,82,省略市+简称
太和桥街道汾阳市吕梁市山西省胜利路89号,14,11,82,顺序混乱
太和桥街道汾阳市吕梁市山西省胜利路89号太和桥街道汾阳市吕梁市山西省,14,11,82,同音+顺序混乱
吕梁市汾阳市,14,11,82,截断
山西省晋中市榆次区锦纶街道中都北路112号,14,07,02,完整
晋中市榆次区锦纶街道中都北路112号,14,07,02,省略省
榆次区锦纶街道中都北路112号,14,07,02,省略省市
山西榆次锦纶街道中都北路112号,14,07,02,省略市+简称
锦纶街道榆次区晋中市山西省中都北路112号,14,07,02,顺序混乱
锦纶街道榆次区晋中市山西省中都北路112号锦纶街道榆次区晋中市山西省,14,07,02,同音+顺序混乱
晋中市榆次区,14,07,02,截断
山西省晋中市榆社县箕城镇迎春北路78号,14,07,21,完整
晋中市榆社县箕城镇迎春北路78号,14,07,21,省略省
榆社县箕城镇迎春北路78号,14,07,21,省略省市
山西榆社箕城镇迎春北路78号,14,07,21,省略市+简称
箕城镇榆社县晋中市山西省迎春北路78号,14,07,21,顺序混乱
箕城镇榆社县晋中市山西省迎春北路78号箕城镇榆社县晋中市山西省,14,07,21,同音+顺序混乱
晋中市榆社县,14,07,21,截断
山西省晋中市左权县辽阳镇北大街56号,14,07,22,完整
晋中市左权县辽阳镇北大街56号,14,07,22,省略省
左权县辽阳镇北大街56号,14,07,22,省略省市
山西左权辽阳镇北大街56号,14,07,22,省略市+简称
辽阳镇左权县晋中市山西省北大街56号,14,07,22,顺序混乱
辽阳镇左权县晋中市山西省北大街56号辽阳镇左权县晋中市山西省,14,07,22,同音+顺序混乱
晋中市左权县,14,07,22,截断
山西省晋中市和顺县义兴镇新建街64号,14,07,23,完整
晋中市和顺县义兴镇新建街64号,14,07,23,省略省
和顺县义兴镇新建街64号,14,07,23,省略省市
山西和顺义兴镇新建街64号,14,07,23,省略市+简称
义兴镇和顺县晋中市山西省新建街64号,14,07,23,顺序混乱
义兴镇和顺县晋中市山西省新建街64号义兴镇和顺县晋中市山西省,14,07,23,同音+顺序混乱
晋中市和顺县,14,07,23,截断
山西省晋中市昔阳县乐平镇新建路47号,14,07,24,完整
晋中市昔阳县乐平镇新建路47号,14,07,24,省略省
昔阳县乐平镇新建路47号,14,07,24,省略省市
山西昔阳乐平镇新建路47号,14,07,24,省略市+简称
乐平镇昔阳县晋中市山西省新建路47号,14,07,24,顺序混乱
乐平镇昔阳县晋中市山西省新建路47号乐平镇昔阳县晋中市山西省,14,07,24,同音+顺序混乱
晋中市昔阳县,14,07,24,截断
山西省晋中市寿阳县朝阳镇朝阳街82号,14,07,25,完整
晋中市寿阳县朝阳镇朝阳街82号,14,07,25,省略省
寿阳县朝阳镇朝阳街82号,14,07,25,省略省市
山西寿阳朝阳镇朝阳街82号,14,07,25,省略市+简称
朝阳镇寿阳县晋中市山西省朝阳街82号,14,07,25,顺序混乱
朝阳镇寿阳县晋中市山西省朝阳街82号朝阳镇寿阳县晋中市山西省,14,07,25,同音+顺序混乱
晋中市寿阳县,14,07,25,截断
山西省晋中市太谷区水秀镇箕城街93号,14,07,26,完整
晋中市太谷区水秀镇箕城街93号,14,07,26,省略省
太谷区水秀镇箕城街93号,14,07,26,省略省市
山西太谷水秀镇箕城街93号,14,07,26,省略市+简称
水秀镇太谷区晋中市山西省箕城街93号,14,07,26,顺序混乱
水秀镇太谷区晋中市山西省箕城街93号水秀镇太谷区晋中市山西省,14,07,26,同音+顺序混乱
晋中市太谷区,14,07,26,截断
山西省晋中市祁县昭余镇东风大街69号,14,07,27,完整
晋中市祁县昭余镇东风大街69号,14,07,27,省略省
祁县昭余镇东风大街69号,14,07,27,省略省市
山西祁县昭余镇东风大街69号,14,07,27,省略市+简称
昭余镇祁县晋中市山西省东风大街69号,14,07,27,顺序混乱
昭余镇祁县晋中市山西省东风大街69号昭余镇祁县晋中市山西省,14,07,27,同音+顺序混乱
晋中市祁县,14,07,27,截断
山西省晋中市平遥县古陶镇曙光路76号,14,07,28,完整
晋中市平遥县古陶镇曙光路76号,14,07,28,省略省
平遥县古陶镇曙光路76号,14,07,28,省略省市
山西平遥古陶镇曙光路76号,14,07,28,省略市+简称
古陶镇平遥县晋中市山西省曙光路76号,14,07,28,顺序混乱
古陶镇平遥县晋中市山西省曙光路76号古陶镇平遥县晋中市山西省,14,07,28,同音+顺序混乱
晋中市平遥县,14,07,28,截断
山西省晋中市灵石县翠峰镇新建街58号,14,07,29,完整
晋中市灵石县翠峰镇新建街58号,14,07,29,省略省
灵石县翠峰镇新建街58号,14,07,29,省略省市
山西灵石翠峰镇新建街58号,14,07,29,省略市+简称
翠峰镇灵石县晋中市山西省新建街58号,14,07,29,顺序混乱
翠峰镇灵石县晋中市山西省新建街58号翠峰镇灵石县晋中市山西省,14,07,29,同音+顺序混乱
晋中市灵石县,14,07,29,截断
山西省晋中市介休市北关街道北大街105号,14,07,81,完整
晋中市介休市北关街道北大街105号,14,07,81,省略省
介休市北关街道北大街105号,14,07,81,省略省市
山西介休北关街道北大街105号,14,07,81,省略市+简称
北关街道介休市晋中市山西省北大街105号,14,07,81,顺序混乱
北关街道介休市晋中市山西省北大街105号北关街道介休市晋中市山西省,14,07,81,同音+顺序混乱
晋中市介休市,14,07,81,截断
山西省阳泉市城区上站街道北大街118号,14,03,02,完整
阳泉市城区上站街道北大街118号,14,03,02,省略省
城区上站街道北大街118号,14,03,02,省略省市
阳泉市城区,14,03,02,截断
山西省阳泉市矿区平潭街街道北大街西区12号,14,03,03,完整
阳泉市矿区平潭街街道北大街西区12号,14,03,03,省略省
矿区平潭街街道北大街西区12号,14,03,03,省略省市
阳泉市矿区,14,03,03,截断
山西省阳泉市郊区李家庄乡宁波路1号,14,03,11,完整
阳泉市郊区李家庄乡宁波路1号,14,03,11,省略省
郊区李家庄乡宁波路1号,14,03,11,省略省市
阳泉市郊区,14,03,11,截断
山西省阳泉市平定县冠山镇府新街86号,14,03,21,完整
阳泉市平定县冠山镇府新街86号,14,03,21,省略省
平定县冠山镇府新街86号,14,03,21,省略省市
阳泉市平定县,14,03,21,截断
山西省阳泉市盂县秀水镇秀水东街45号,14,03,22,完整
阳泉市盂县秀水镇秀水东街45号,14,03,22,省略省
盂县秀水镇秀水东街45号,14,03,22,省略省市
阳泉市盂县,14,03,22,截断
山西省长治市潞州区英雄中路街道太行西街168号,14,04,03,完整
长治市潞州区英雄中路街道太行西街168号,14,04,03,省略省
潞州区英雄中路街道太行西街168号,14,04,03,省略省市
山西潞州英雄中路街道太行西街168号,14,04,03,省略市+简称
英雄中路街道潞州区长治市山西省太行西街168号,14,04,03,顺序混乱
英雄中路街道潞州区长治市山西省太行西街168号英雄中路街道潞州区长治市山西省,14,04,03,同音+顺序混乱
长治市潞州区,14,04,03,截断
山西省长治市上党区韩店街道光明北路79号,14,04,04,完整
长治市上党区韩店街道光明北路79号,14,04,04,省略省
上党区韩店街道光明北路79号,14,04,04,省略省市
山西上党韩店街道光明北路79号,14,04,04,省略市+简称
韩店街道上党区长治市山西省光明北路79号,14,04,04,顺序混乱
韩店街道上党区长治市山西省光明北路79号韩店街道上党区长治市山西省,14,04,04,同音+顺序混乱
长治市上党区,14,04,04,截断
山西省长治市屯留区麟绛街道盘秀东街62号,14,04,05,完整
长治市屯留区麟绛街道盘秀东街62号,14,04,05,省略省
屯留区麟绛街道盘秀东街62号,14,04,05,省略省市
山西屯留麟绛街道盘秀东街62号,14,04,05,省略市+简称
麟绛街道屯留区长治市山西省盘秀东街62号,14,04,05,顺序混乱
麟绛街道屯留区长治市山西省盘秀东街62号麟绛街道屯留区长治市山西省,14,04,05,同音+顺序混乱
长治市屯留区,14,04,05,截断
山西省长治市潞城区潞华街道南华西街55号,14,04,06,完整
长治市潞城区潞华街道南华西街55号,14,04,06,省略省
潞城区潞华街道南华西街55号,14,04,06,省略省市
山西潞城潞华街道南华西街55号,14,04,06,省略市+简称
潞华街道潞城区长治市山西省南华西街55号,14,04,06,顺序混乱
潞华街道潞城区长治市山西省南华西街55号潞华街道潞城区长治市山西省,14,04,06,同音+顺序混乱
长治市潞城区,14,04,06,截断
山西省长治市襄垣县古韩镇新建西街83号,14,04,23,完整
长治市襄垣县古韩镇新建西街83号,14,04,23,省略省
襄垣县古韩镇新建西街83号,14,04,23,省略省市
山西襄垣古韩镇新建西街83号,14,04,23,省略市+简称
古韩镇襄垣县长治市山西省新建西街83号,14,04,23,顺序混乱
古韩镇襄垣县长治市山西省新建西街83号古韩镇襄垣县长治市山西省,14,04,23,同音+顺序混乱
长治市襄垣县,14,04,23,截断
山西省长治市平顺县青羊镇府前北路38号,14,04,25,完整
长治市平顺县青羊镇府前北路38号,14,04,25,省略省
平顺县青羊镇府前北路38号,14,04,25,省略省市
山西平顺青羊镇府前北路38号,14,04,25,省略市+简称
青羊镇平顺县长治市山西省府前北路38号,14,04,25,顺序混乱
青羊镇平顺县长治市山西省府前北路38号青羊镇平顺县长治市山西省,14,04,25,同音+顺序混乱
长治市平顺县,14,04,25,截断
山西省长治市黎城县黎侯镇广邯街49号,14,04,26,完整
长治市黎城县黎侯镇广邯街49号,14,04,26,省略省
黎城县黎侯镇广邯街49号,14,04,26,省略省市
山西黎城黎侯镇广邯街49号,14,04,26,省略市+简称
黎侯镇黎城县长治市山西省广邯街49号,14,04,26,顺序混乱
黎侯镇黎城县长治市山西省广邯街49号黎侯镇黎城县长治市山西省,14,04,26,同音+顺序混乱
长治市黎城县,14,04,26,截断
